Unnamed: 0,CSD_code,q,charge,S,mult,MND,nn,oxo_charge,oxo_mult
70619,VAWQAN,q,1,S,0,MND,6,,
70620,VAWROD,q,0,S,0,MND,2,,
70621,VAWRUG,q,0,S,0,MND,8,,
70622,VAWRUJ,q,1,S,0,MND,2,,
70623,VAWSAN,q,0,S,0,MND,12,,
70624,VAWSAQ,q,0,S,0,MND,2,,
70625,VAWSEU,q,0,S,0,MND,2,,
70626,VAWSIY,q,0,S,0,MND,2,,
70627,VAWSOE,q,0,S,0,MND,2,,
70628,VAWVAT,q,0,S,0,MND,6,,
70629,VAWVIZ,q,0,S,0,MND,4,,
70630,VAWVUL,q,0,S,0,MND,4,,
70631,VAWWIA,q,0,S,0,MND,4,,
70632,VAWXAU,q,1,S,0,MND,6,,
70633,VAWYEX,q,0,S,0,MND,4,,
70634,VAWYIB,q,0,S,0,MND,8,,
70635,VAWYOI,q,0,S,0,MND,6,,
70636,VAWYUO,q,0,S,0,MND,6,,
70637,VAXBOL,q,0,S,0,MND,4,,
70638,VAXKOU,q,0,S,0,MND,2,,
70639,VAXKOV,q,0,S,0,MND,6,,
70640,VAXMOX,q,0,S,0,MND,4,,
70641,VAXMUD,q,0,S,0,MND,4,,
70642,VAXNIS,q,0,S,0,MND,6,,
70643,VAXNUE,q,0,S,0,MND,6,,
70644,VAXPUG,q,1,S,0,MND,12,,
70645,VAXQAN,q,0,S,0,MND,6,,
70646,VAXQER,q,0,S,0,MND,6,,
70647,VAXSOD,q,0,S,0,MND,9,,
70648,VAXTAQ,q,0,S,0,MND,10,,
70649,VAXTEU,q,0,S,0,MND,10,,
70650,VAXVEV,q,0,S,0,MND,6,,
70651,VAXXOI,q,0,S,0,MND,6,,
70652,VAXXUO,q,0,S,0,MND,6,,
70653,VAXYUO,q,1,S,0,MND,6,,
70654,VAYCEE,q,0,S,0,MND,4,,
70655,VAYDAB,q,0,S,0,MND,4,,
70656,VAYDIJ,q,0,S,0,MND,9,,
70657,VAYDOR,q,1,S,0,MND,5,,
70658,VAYDUU,q,0,S,0,MND,8,,
70659,VAYFAC,q,0,S,0,MND,8,,
70660,VAYFEG,q,0,S,0,MND,8,,
70661,VAYHAH,q,1,S,0,MND,4,,
70662,VAYHEK,q,1,S,0,MND,3,,
70663,VAYHEL,q,1,S,0,MND,4,,
70664,VAYHIP,q,1,S,0,MND,4,,
70665,VAYHOV,q,1,S,0,MND,4,,
70666,VAYHUB,q,0,S,0,MND,4,,
70667,VAYJAJ,q,1,S,0,MND,6,,
70668,VAYKEL,q,0,S,0,MND,6,,
70669,VAYKOV,q,0,S,0,MND,4,,
70670,VAYLAJ,q,0,S,0,MND,5,,
70671,VAYLIQ,q,0,S,0,MND,4,,
70672,VAYMEP,q,1,S,0,MND,6,,
70673,VAYQER,q,0,S,0,MND,5,,
70674,VAYQIV,q,0,S,0,MND,5,,
70675,VAYQIX,q,0,S,0,MND,8,,
70676,VAYQOD,q,0,S,0,MND,6,,
70677,VAYQUH,q,1,S,0,MND,4,,
70678,VAYRAQ,q,1,S,0,MND,6,,
70679,VAYTIY,q,1,S,0,MND,4,,
70680,VAYVOJ,q,1,S,0,MND,9,,
70681,VAYVUM,q,0,S,0,MND,8,,
70682,VAYVUP,q,0,S,0,MND,8,,
70683,VAYWUN,q,0,S,0,MND,5,,
70684,VAYWUO,q,0,S,0,MND,4,,
70685,VAYXAU,q,0,S,0,MND,6,,
70686,VAYXEY,q,0,S,0,MND,4,,
70687,VAYXIE,q,1,S,0,MND,4,,
70688,VAYYOJ,q,0,S,0,MND,6,,
70689,VAYYUR,q,0,S,0,MND,6,,
70690,VAYZAY,q,0,S,0,MND,6,,
70691,VAYZOM,q,0,S,0,MND,5,,
70692,VAZBEF,q,0,S,0,MND,4,,
70693,VAZDIK,q,0,S,0,MND,6,,
70694,VAZDOQ,q,1,S,0,MND,6,,
70695,VAZFEI,q,0,S,0,MND,4,,
70696,VAZFUZ,q,0,S,0,MND,4,,
70697,VAZGEK,q,0,S,0,MND,4,,
70698,VAZHAH,q,0,S,0,MND,5,,
70699,VAZHEL,q,0,S,0,MND,4,,
70700,VAZHIP,q,0,S,0,MND,4,,
70701,VAZHOV,q,0,S,0,MND,4,,
70702,VAZHUB,q,0,S,0,MND,4,,
70703,VAZMOZ,q,1,S,0,MND,4,,
70704,VAZNUG,q,0,S,0,MND,4,,
70705,VAZPES,q,0,S,0,MND,6,,
70706,VAZQET,q,1,S,0,MND,4,,
70707,VAZSIA,q,0,S,0,MND,4,,
70708,VAZSIY,q,0,S,0,MND,6,,
70709,VAZSOE,q,0,S,0,MND,6,,
70710,VAZSUM,q,0,S,0,MND,4,,
70711,VAZVUO,q,0,S,0,MND,5,,
70712,VAZWEB,q,0,S,0,MND,6,,
70713,VAZWEY,q,0,S,0,MND,4,,
70714,VAZWUP,q,-1,S,0,MND,6,,
70715,VAZYIE,q,-1,S,0,MND,9,,
70716,VAZZAA,q,0,S,0,MND,6,,
70717,VAZZOM,q,0,S,0,MND,4,,
70718,VAZZUS,q,0,S,0,MND,4,,
70719,VAZZUT,q,0,S,0,MND,4,,
70720,VEBBUZ,q,0,S,0,MND,4,,
70721,VEBCOV,q,1,S,0,MND,10,,
70722,VEBGIS,q,0,S,0,MND,6,,
70723,VEBHES,q,0,S,0,MND,8,,
70724,VEBHIW,q,0,S,0,MND,7,,
70725,VEBHOC,q,0,S,0,MND,8,,
70726,VEBJEU,q,1,S,0,MND,6,,
70727,VEBJIV,q,0,S,0,MND,6,,
70728,VEBJOE,q,0,S,0,MND,7,,
70729,VEBKOD,q,1,S,0,MND,4,,
70730,VEBLET,q,0,S,0,MND,10,,
70731,VEBLOE,q,0,S,0,MND,6,,
70732,VEBLOF,q,1,S,0,MND,6,,
70733,VEBMOF,q,0,S,0,MND,8,,
70734,VEBMUL,q,0,S,0,MND,5,,
70735,VEBNAS,q,0,S,0,MND,5,,
70736,VEBNAT,q,0,S,0,MND,6,,
70737,VEBNEX,q,0,S,0,MND,6,,
70738,VEBNIB,q,0,S,0,MND,6,,
70739,VEBQOI,q,0,S,0,MND,10,,
70740,VEBSAW,q,0,S,0,MND,4,,
70741,VEBSEA,q,1,S,0,MND,8,,
70742,VEBSIE,q,1,S,0,MND,8,,
70743,VEBTAX,q,0,S,0,MND,8,,
70744,VEBTUR,q,0,S,0,MND,5,,
70745,VEBWOQ,q,1,S,0,MND,6,,
70746,VEBWUW,q,1,S,0,MND,6,,
70747,VEBXAD,q,1,S,0,MND,6,,
70748,VEBYAE,q,0,S,0,MND,6,,
70749,VEBYEI,q,0,S,0,MND,6,,
70750,VEBYIK,q,0,S,0,MND,6,,
70751,VEBYIM,q,0,S,0,MND,6,,
70752,VEBYOQ,q,1,S,0,MND,6,,
70753,VEBYOS,q,0,S,0,MND,6,,
70754,VEBZAF,q,0,S,0,MND,6,,
70755,VEBZUX,q,1,S,0,MND,6,,
70756,VECBAG,q,0,S,0,MND,4,,
70757,VECBIQ,q,-1,S,0,MND,5,,
70758,VECCIP,q,0,S,0,MND,4,,
70759,VECDAI,q,0,S,0,MND,6,,
70760,VECDEM,q,0,S,0,MND,5,,
70761,VECDIQ,q,1,S,0,MND,9,,
70762,VECGOA,q,0,S,0,MND,4,,
70763,VECHAP,q,1,S,0,MND,2,,
70764,VECHIU,q,0,S,0,MND,2,,
70765,VECHOC,q,0,S,0,MND,6,,
70766,VECHUI,q,0,S,0,MND,6,,
70767,VECJAQ,q,0,S,0,MND,6,,
70768,VECKET,q,0,S,0,MND,6,,
70769,VECKUL,q,0,S,0,MND,8,,
70770,VECLEX,q,0,S,0,MND,8,,
70771,VECLIB,q,1,S,0,MND,7,,
70772,VECLOH,q,0,S,0,MND,8,,
70773,VECMAU,q,0,S,0,MND,8,,
70774,VECMEY,q,0,S,0,MND,8,,
70775,VECNOI,q,0,S,0,MND,4,,
70776,VECNUM,q,0,S,0,MND,4,,
70777,VECNUO,q,0,S,0,MND,4,,
70778,VECPEA,q,0,S,0,MND,4,,
70779,VECPIE,q,0,S,0,MND,4,,
70780,VECQEB,q,0,S,0,MND,8,,
70781,VECQID,q,0,S,0,MND,6,,
70782,VECSIG,q,0,S,0,MND,5,,
70783,VECXIN,q,0,S,0,MND,8,,
70784,VECXOT,q,0,S,0,MND,6,,
70785,VECYAE,q,1,S,0,MND,4,,
70786,VECYIO,q,0,S,0,MND,8,,
70787,VECYOU,q,0,S,0,MND,6,,
70788,VEDBAH,q,0,S,0,MND,8,,
70789,VEDCIR,q,0,S,0,MND,4,,
70790,VEDGAM,q,0,S,0,MND,6,,
70791,VEDGET,q,0,S,0,MND,4,,
70792,VEDGOC,q,0,S,0,MND,4,,
70793,VEDGUH,q,0,S,0,MND,5,,
70794,VEDHAN,q,0,S,0,MND,6,,
70795,VEDHOC,q,0,S,0,MND,6,,
70796,VEDLEX,q,1,S,0,MND,6,,
70797,VEDMIC,q,0,S,0,MND,4,,
70798,VEDNAT,q,0,S,0,MND,12,,
70799,VEDNAV,q,0,S,0,MND,5,,
70800,VEDNOJ,q,0,S,0,MND,5,,
70801,VEDPAX,q,0,S,0,MND,4,,
70802,VEDPOL,q,0,S,0,MND,4,,
70803,VEDPUR,q,0,S,0,MND,4,,
70804,VEDQIG,q,0,S,0,MND,5,,
70805,VEDQOK,q,0,S,0,MND,6,,
70806,VEDQUQ,q,0,S,0,MND,6,,
70807,VEDQUS,q,0,S,0,MND,13,,
70808,VEDREB,q,0,S,0,MND,9,,
70809,VEDRUU,q,0,S,0,MND,4,,
70810,VEDSED,q,0,S,0,MND,10,,
70811,VEDSEE,q,0,S,0,MND,5,,
70812,VEDVAB,q,0,S,0,MND,6,,
70813,VEDXIM,q,0,S,0,MND,4,,
70814,VEDYIP,q,0,S,0,MND,5,,
70815,VEDYUY,q,0,S,0,MND,7,,
70816,VEFDUF,q,-1,S,0,MND,2,,
70817,VEFFES,q,0,S,0,MND,9,,
70818,VEFFIW,q,0,S,0,MND,9,,
70819,VEFGAP,q,0,S,0,MND,9,,
70820,VEFGAR,q,1,S,0,MND,8,,
70821,VEFGET,q,0,S,0,MND,9,,
70822,VEFGIZ,q,1,S,0,MND,8,,
70823,VEFGOF,q,1,S,0,MND,8,,
70824,VEFGUL,q,1,S,0,MND,8,,
70825,VEFHAR,q,0,S,0,MND,4,,
70826,VEFHEU,q,1,S,0,MND,2,,
70827,VEFJIC,q,0,S,0,MND,7,,
70828,VEFJOI,q,0,S,0,MND,7,,
70829,VEFJUO,q,0,S,0,MND,7,,
70830,VEFKOG,q,-1,S,0,MND,7,,
70831,VEFLOH,q,0,S,0,MND,6,,
70832,VEFMEY,q,0,S,0,MND,13,,
70833,VEFMIC,q,0,S,0,MND,13,,
70834,VEFPAX,q,0,S,0,MND,6,,
70835,VEFPOO,q,1,S,0,MND,6,,
70836,VEFPUU,q,1,S,0,MND,6,,
70837,VEFQEC,q,0,S,0,MND,6,,
70838,VEFQIG,q,0,S,0,MND,6,,
70839,VEFQUU,q,0,S,0,MND,5,,
70840,VEFRAB,q,0,S,0,MND,5,,
70841,VEFREE,q,0,S,0,MND,6,,
70842,VEFRII,q,0,S,0,MND,6,,
70843,VEFSUX,q,0,S,0,MND,3,,
70844,VEFTEI,q,0,S,0,MND,3,,
70845,VEFVOU,q,0,S,0,MND,5,,
70846,VEFXIQ,q,0,S,0,MND,3,,
70847,VEFYEN,q,1,S,0,MND,6,,
70848,VEFYIR,q,0,S,0,MND,6,,
70849,VEFZOY,q,0,S,0,MND,5,,
70850,VEFZUD,q,0,S,0,MND,4,,
70851,VEGCIW,q,0,S,0,MND,2,,
70852,VEGCUG,q,0,S,0,MND,4,,
70853,VEGCUI,q,0,S,0,MND,2,,
70854,VEGDER,q,0,S,0,MND,4,,
70855,VEGDIV,q,0,S,0,MND,4,,
70856,VEGDOB,q,0,S,0,MND,4,,
70857,VEGDUH,q,0,S,0,MND,4,,
70858,VEGFAP,q,0,S,0,MND,4,,
70859,VEGFET,q,0,S,0,MND,5,,
70860,VEGFIX,q,0,S,0,MND,5,,
70861,VEGFOD,q,0,S,0,MND,4,,
70862,VEGGAQ,q,0,S,0,MND,6,,
70863,VEGGEU,q,0,S,0,MND,6,,
70864,VEGGIY,q,0,S,0,MND,6,,
70865,VEGGOE,q,0,S,0,MND,6,,
70866,VEGHAR,q,0,S,0,MND,5,,
70867,VEGHOE,q,1,S,0,MND,6,,
70868,VEGJAT,q,0,S,0,MND,6,,
70869,VEGKIC,q,-1,S,0,MND,6,,
70870,VEGNAZ,q,1,S,0,MND,4,,
70871,VEGNUT,q,1,S,0,MND,4,,
70872,VEGQUV,q,0,S,0,MND,4,,
70873,VEGRAC,q,0,S,0,MND,4,,
70874,VEGREG,q,0,S,0,MND,4,,
70875,VEGSAD,q,0,S,0,MND,3,,
70876,VEGVIN,q,0,S,0,MND,4,,
70877,VEGVUZ,q,0,S,0,MND,8,,
70878,VEGZEN,q,0,S,0,MND,6,,
70879,VEHBAM,q,1,S,0,MND,4,,
70880,VEHDOC,q,0,S,0,MND,7,,
70881,VEHFIA,q,0,S,0,MND,6,,
70882,VEHGAR,q,0,S,0,MND,8,,
70883,VEHHUL,q,0,S,0,MND,7,,
70884,VEHLEZ,q,0,S,0,MND,10,,
70885,VEHLID,q,0,S,0,MND,10,,
70886,VEHLUR,q,0,S,0,MND,5,,
70887,VEHMAY,q,0,S,0,MND,5,,
70888,VEHMEC,q,0,S,0,MND,5,,
70889,VEHMOM,q,0,S,0,MND,5,,
70890,VEHQEE,q,0,S,0,MND,4,,
70891,VEHQIJ,q,0,S,0,MND,6,,
70892,VEHQOO,q,0,S,0,MND,6,,
70893,VEHSEJ,q,0,S,0,MND,6,,
70894,VEHSUW,q,0,S,0,MND,12,,
70895,VEHTIL,q,0,S,0,MND,12,,
70896,VEHTOS,q,0,S,0,MND,6,,
70897,VEHTUY,q,0,S,0,MND,6,,
70898,VEHWEL,q,0,S,0,MND,5,,
70899,VEHWIP,q,0,S,0,MND,5,,
70900,VEHWOV,q,0,S,0,MND,5,,
70901,VEHWUA,q,0,S,0,MND,4,,
70902,VEHWUB,q,0,S,0,MND,5,,
70903,VEHXAI,q,0,S,0,MND,5,,
70904,VEHXEL,q,0,S,0,MND,4,,
70905,VEHZEQ,q,0,S,0,MND,8,,
70906,VEHZOA,q,0,S,0,MND,8,,
70907,VEHZUG,q,0,S,0,MND,8,,
70908,VEJBAQ,q,0,S,0,MND,3,,
70909,VEJBEU,q,0,S,0,MND,3,,
70910,VEJBIY,q,0,S,0,MND,3,,
70911,VEJCEV,q,0,S,0,MND,8,,
70912,VEJCIZ,q,1,S,0,MND,7,,
70913,VEJCOF,q,0,S,0,MND,8,,
70914,VEJDET,q,0,S,0,MND,7,,
70915,VEJDEW,q,0,S,0,MND,8,,
70916,VEJDIA,q,1,S,0,MND,8,,
70917,VEJDOE,q,0,S,0,MND,6,,
70918,VEJDOG,q,1,S,0,MND,7,,
70919,VEJDUK,q,0,S,0,MND,6,,
70920,VEJDUM,q,1,S,0,MND,9,,
70921,VEJFAS,q,1,S,0,MND,6,,
70922,VEJFAU,q,1,S,0,MND,8,,
70923,VEJFEW,q,1,S,0,MND,4,,
70924,VEJFIA,q,1,S,0,MND,4,,
70925,VEJFIC,q,0,S,0,MND,8,,
70926,VEJFOG,q,0,S,0,MND,4,,
70927,VEJGAU,q,0,S,0,MND,2,,
70928,VEJGEX,q,0,S,0,MND,4,,
70929,VEJGEZ,q,0,S,0,MND,4,,
70930,VEJGIB,q,0,S,0,MND,9,,
70931,VEJGID,q,0,S,0,MND,4,,
70932,VEJGOH,q,0,S,0,MND,9,,
70933,VEJHOK,q,0,S,0,MND,5,,
70934,VEJJEA,q,0,S,0,MND,6,,
70935,VEJJOK,q,0,S,0,MND,4,,
70936,VEJKUQ,q,0,S,0,MND,6,,
70937,VEJLEB,q,0,S,0,MND,6,,
70938,VEJLED,q,0,S,0,MND,5,,
70939,VEJLUS,q,0,S,0,MND,5,,
70940,VEJNEE,q,1,S,0,MND,6,,
70941,VEJNEF,q,0,S,0,MND,4,,
70942,VEJNIJ,q,0,S,0,MND,4,,
70943,VEJNUW,q,0,S,0,MND,4,,
70944,VEJROU,q,0,S,0,MND,6,,
70945,VEJRUA,q,0,S,0,MND,6,,
70946,VEJRUX,q,1,S,0,MND,6,,
70947,VEJRUY,q,1,S,0,MND,2,,
70948,VEJSEL,q,0,S,0,MND,5,,
70949,VEJSOV,q,0,S,0,MND,5,,
70950,VEJTEK,q,1,S,0,MND,2,,
70951,VEJVAK,q,0,S,0,MND,4,,
70952,VEJVEL,q,1,S,0,MND,6,,
70953,VEJVEN,q,0,S,0,MND,4,,
70954,VEJVEO,q,0,S,0,MND,4,,
70955,VEJVOV,q,0,S,0,MND,13,,
70956,VEJVUC,q,0,S,0,MND,6,,
70957,VEJWAJ,q,0,S,0,MND,6,,
70958,VEJXAL,q,1,S,0,MND,4,,
70959,VEJXIR,q,0,S,0,MND,6,,
70960,VEJXOX,q,0,S,0,MND,6,,
70961,VEJXOZ,q,0,S,0,MND,11,,
70962,VEJYAK,q,0,S,0,MND,6,,
70963,VEKBOE,q,1,S,0,MND,4,,
70964,VEKCAR,q,0,S,0,MND,7,,
70965,VEKCIZ,q,0,S,0,MND,7,,
70966,VEKCOF,q,0,S,0,MND,7,,
70967,VEKDAS,q,0,S,0,MND,7,,
70968,VEKDEV,q,0,S,0,MND,4,,
70969,VEKDIZ,q,0,S,0,MND,4,,
70970,VEKDUL,q,0,S,0,MND,4,,
70971,VEKDUM,q,0,S,0,MND,4,,
70972,VEKFAT,q,0,S,0,MND,4,,
70973,VEKFAU,q,0,S,0,MND,4,,
70974,VEKFAV,q,0,S,0,MND,4,,
70975,VEKFEY,q,0,S,0,MND,4,,
70976,VEKFOG,q,0,S,0,MND,5,,
70977,VEKFUN,q,0,S,0,MND,4,,
70978,VEKFUO,q,0,S,0,MND,4,,
70979,VEKGAW,q,0,S,0,MND,6,,
70980,VEKGEZ,q,0,S,0,MND,4,,
70981,VEKHAU,q,0,S,0,MND,12,,
70982,VEKJAY,q,0,S,0,MND,4,,
70983,VEKJUT,q,1,S,0,MND,6,,
70984,VEKRAE,q,0,S,0,MND,6,,
70985,VEKTIO,q,0,S,0,MND,9,,
70986,VEKTIP,q,0,S,0,MND,9,,
70987,VEKTOU,q,0,S,0,MND,9,,
70988,VEKTUB,q,0,S,0,MND,6,,
70989,VEKWAM,q,0,S,0,MND,7,,
70990,VEKWEQ,q,0,S,0,MND,6,,
70991,VEKWOA,q,0,S,0,MND,7,,
70992,VEKWUG,q,0,S,0,MND,7,,
70993,VEKXER,q,0,S,0,MND,7,,
70994,VEKYAO,q,0,S,0,MND,9,,
70995,VEKYIW,q,0,S,0,MND,9,,
70996,VEKZEQ,q,0,S,0,MND,4,,
70997,VEKZOB,q,0,S,0,MND,8,,
70998,VELFEA,q,0,S,0,MND,9,,
70999,VELJOO,q,0,S,0,MND,2,,
71000,VELKIG,q,0,S,0,MND,8,,
71001,VELKOM,q,0,S,0,MND,10,,
71002,VELKUS,q,0,S,0,MND,10,,
71003,VELMAA,q,0,S,0,MND,10,,
71004,VELMIJ,q,1,S,0,MND,4,,
71005,VELNEI,q,0,S,0,MND,4,,
71006,VELROT,q,0,S,0,MND,2,,
71007,VELSUA,q,0,S,0,MND,8,,
71008,VELTUE,q,0,S,0,MND,4,,
71009,VELWOZ,q,-1,S,0,MND,4,,
71010,VELZIY,q,0,S,0,MND,6,,
71011,VEMBEV,q,0,S,0,MND,4,,
71012,VEMGEZ,q,0,S,0,MND,9,,
71013,VEMHUR,q,-1,S,0,MND,8,,
71014,VEMHUT,q,0,S,0,MND,4,,
71015,VEMKUU,q,0,S,0,MND,6,,
71016,VEMNIK,q,0,S,0,MND,11,,
71017,VEMPAF,q,0,S,0,MND,6,,
71018,VEMPUA,q,0,S,0,MND,4,,
71019,VEMPUZ,q,0,S,0,MND,6,,
71020,VEMQAH,q,0,S,0,MND,4,,
71021,VEMQEL,q,0,S,0,MND,4,,
71022,VEMQIP,q,0,S,0,MND,6,,
71023,VEMQUA,q,0,S,0,MND,6,,
71024,VEMREL,q,0,S,0,MND,6,,
71025,VEMSOW,q,0,S,0,MND,9,,
71026,VEMTAL,q,0,S,0,MND,4,,
71027,VEMTUE,q,0,S,0,MND,9,,
71028,VEMVAM,q,0,S,0,MND,9,,
71029,VEMVIS,q,0,S,0,MND,3,,
71030,VEMVUE,q,0,S,0,MND,12,,
71031,VEMWIU,q,0,S,0,MND,4,,
71032,VEMWOA,q,0,S,0,MND,4,,
71033,VEMWUI,q,1,S,0,MND,6,,
71034,VEMYUK,q,1,S,0,MND,5,,
71035,VEMZAQ,q,0,S,0,MND,4,,
71036,VEMZIW,q,0,S,0,MND,6,,
71037,VENDAV,q,0,S,0,MND,6,,
71038,VENGUR,q,0,S,0,MND,6,,
71039,VENHAA,q,0,S,0,MND,4,,
71040,VENHED,q,0,S,0,MND,4,,
71041,VENHON,q,0,S,0,MND,4,,
71042,VENHUT,q,1,S,0,MND,4,,
71043,VENLOR,q,0,S,0,MND,4,,
71044,VENLUX,q,0,S,0,MND,4,,
71045,VENMIM,q,0,S,0,MND,4,,
71046,VENQIR,q,0,S,0,MND,4,,
71047,VENQOX,q,0,S,0,MND,5,,
71048,VENWAN,q,1,S,0,MND,12,,
71049,VENWIV,q,0,S,0,MND,12,,
71050,VENYAR,q,0,S,0,MND,8,,
71051,VENZAQ,q,0,S,0,MND,4,,
71052,VENZOF,q,0,S,0,MND,6,,
71053,VEPFIF,q,0,S,0,MND,12,,
71054,VEPLOT,q,0,S,0,MND,5,,
71055,VEPMUA,q,1,S,0,MND,4,,
71056,VEPMUZ,q,1,S,0,MND,4,,
71057,VEPNUA,q,0,S,0,MND,4,,
71058,VEPPAI,q,0,S,0,MND,4,,
71059,VEPRUG,q,0,S,0,MND,4,,
71060,VEPVIW,q,0,S,0,MND,7,,
71061,VEPXOD,q,0,S,0,MND,4,,
71062,VEPYIY,q,1,S,0,MND,4,,
71063,VEPYOE,q,0,S,0,MND,8,,
71064,VEPZOF,q,0,S,0,MND,6,,
71065,VEPZOG,q,0,S,0,MND,6,,
71066,VEPZUM,q,0,S,0,MND,6,,
71067,VEQBAV,q,0,S,0,MND,6,,
71068,VEQBIC,q,0,S,0,MND,6,,
71069,VEQBOI,q,0,S,0,MND,6,,
71070,VEQCAV,q,0,S,0,MND,6,,
71071,VEQCEZ,q,0,S,0,MND,6,,
71072,VEQDEA,q,1,S,0,MND,4,,
71073,VEQDIE,q,1,S,0,MND,4,,
71074,VEQDUQ,q,0,S,0,MND,8,,
71075,VEQFII,q,0,S,0,MND,4,,
71076,VEQFOP,q,0,S,0,MND,5,,
71077,VEQFUT,q,0,S,0,MND,5,,
71078,VEQFUV,q,0,S,0,MND,5,,
71079,VEQGAC,q,0,S,0,MND,5,,
71080,VEQLAE,q,0,S,0,MND,6,,
71081,VEQLEI,q,0,S,0,MND,6,,
71082,VEQLIM,q,1,S,0,MND,6,,
71083,VEQPAL,q,0,S,0,MND,4,,
71084,VEQQAM,q,1,S,0,MND,4,,
71085,VEQRUE,q,0,S,0,MND,7,,
71086,VEQSAL,q,0,S,0,MND,7,,
71087,VEQSOA,q,0,S,0,MND,9,,
71088,VEQSUG,q,0,S,0,MND,9,,
71089,VEQTAN,q,0,S,0,MND,9,,
71090,VEQTUI,q,0,S,0,MND,6,,
71091,VEQVEU,q,0,S,0,MND,4,,
71092,VEQWEV,q,0,S,0,MND,6,,
71093,VEQWOF,q,0,S,0,MND,6,,
71094,VEQWUL,q,0,S,0,MND,6,,
71095,VEQZAT,q,1,S,0,MND,6,,
71096,VEQZEX,q,1,S,0,MND,6,,
71097,VEQZUP,q,1,S,0,MND,4,,
71098,VERBAV,q,0,S,0,MND,4,,
71099,VERBAX,q,0,S,0,MND,4,,
71100,VERBEZ,q,0,S,0,MND,4,,
71101,VERBID,q,0,S,0,MND,4,,
71102,VERBIF,q,0,S,0,MND,4,,
71103,VERBUR,q,0,S,0,MND,4,,
71104,VERCAY,q,0,S,0,MND,4,,
71105,VERCEC,q,0,S,0,MND,4,,
71106,VERDAY,q,1,S,0,MND,5,,
71107,VERFEF,q,0,S,0,MND,4,,
71108,VERFIJ,q,0,S,0,MND,4,,
71109,VERFOP,q,0,S,0,MND,4,,
71110,VERFUV,q,0,S,0,MND,6,,
71111,VERGAC,q,0,S,0,MND,4,,
71112,VERGEE,q,0,S,0,MND,5,,
71113,VERGEG,q,0,S,0,MND,6,,
71114,VERGIK,q,0,S,0,MND,6,,
71115,VERGUW,q,0,S,0,MND,6,,
71116,VERKIM,q,1,S,0,MND,6,,
71117,VERLEL,q,0,S,0,MND,4,,
71118,VERLOW,q,0,S,0,MND,6,,
71119,VERMIR,q,0,S,0,MND,6,,
71120,VERMOX,q,0,S,0,MND,6,,
71121,VERNAK,q,0,S,0,MND,6,,
71122,VERNUB,q,0,S,0,MND,4,,
71123,VERPAJ,q,0,S,0,MND,4,,
71124,VERPEO,q,0,S,0,MND,5,,
71125,VERQUF,q,0,S,0,MND,4,,
71126,VERRIT,q,0,S,0,MND,6,,
71127,VERSOB,q,0,S,0,MND,5,,
71128,VERWAQ,q,0,S,0,MND,5,,
71129,VERWAT,q,1,S,0,MND,4,,
71130,VERWIB,q,1,S,0,MND,4,,
71131,VERWOF,q,0,S,0,MND,4,,
71132,VERWOH,q,1,S,0,MND,6,,
71133,VERWUN,q,1,S,0,MND,6,,
71134,VERXIA,q,0,S,0,MND,6,,
71135,VERXIB,q,0,S,0,MND,5,,
71136,VERXUL,q,0,S,0,MND,7,,
71137,VERYAV,q,0,S,0,MND,4,,
71138,VERYEW,q,0,S,0,MND,4,,
71139,VERYIA,q,0,S,0,MND,4,,
71140,VERYOG,q,0,S,0,MND,4,,
71141,VESFEE,q,0,S,0,MND,6,,
71142,VESFOR,q,1,S,0,MND,4,,
71143,VESJEI,q,0,S,0,MND,5,,
71144,VESLEK,q,1,S,0,MND,13,,
71145,VESLOU,q,0,S,0,MND,9,,
71146,VESMIP,q,1,S,0,MND,9,,
71147,VESMUB,q,0,S,0,MND,6,,
71148,VESNEM,q,1,S,0,MND,12,,
71149,VESPOY,q,0,S,0,MND,9,,
71150,VESQIT,q,0,S,0,MND,4,,
71151,VESQOZ,q,0,S,0,MND,4,,
71152,VESSAP,q,0,S,0,MND,4,,
71153,VESSIV,q,0,S,0,MND,6,,
71154,VESSOB,q,0,S,0,MND,6,,
71155,VESSUH,q,0,S,0,MND,6,,
71156,VESTAO,q,0,S,0,MND,6,,
71157,VESTIY,q,0,S,0,MND,4,,
71158,VESWIZ,q,-1,S,0,MND,6,,
71159,VESWOF,q,0,S,0,MND,8,,
71160,VESWUL,q,0,S,0,MND,4,,
71161,VESXAS,q,0,S,0,MND,7,,
71162,VESYUN,q,0,S,0,MND,8,,
71163,VESZAU,q,1,S,0,MND,6,,
71164,VESZUO,q,0,S,0,MND,6,,
71165,VESZUP,q,0,S,0,MND,6,,
71166,VETBEE,q,0,S,0,MND,6,,
71167,VETBIH,q,0,S,0,MND,4,,
71168,VETBUT,q,0,S,0,MND,4,,
71169,VETCAY,q,0,S,0,MND,9,,
71170,VETCIG,q,0,S,0,MND,8,,
71171,VETCOM,q,0,S,0,MND,8,,
71172,VETDAB,q,0,S,0,MND,6,,
71173,VETDIH,q,0,S,0,MND,6,,
71174,VETDOQ,q,0,S,0,MND,6,,
71175,VETGAE,q,0,S,0,MND,13,,
71176,VETGIK,q,0,S,0,MND,5,,
71177,VETGOQ,q,0,S,0,MND,4,,
71178,VETHIM,q,0,S,0,MND,6,,
71179,VETJUA,q,0,S,0,MND,6,,
71180,VETJUB,q,1,S,0,MND,8,,
